"region","county","state","msa","pmsa","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","Perot","white","black","turnout"
"Midwest","Cowley","KS",NA,NA,33,36915,-0.5,8.199999809,8.100000381,4286,14.89999962,31107,5.099999905,34.20000076,34.40000153,31.10000038,92.8890686,2.871461391,42.75768661
"Midwest","Crawford","KS",NA,NA,60,35568,-6.5,9.600000381,10,5492,18.70000076,26516,5.400000095,44.40000153,33,22.29999924,96.29441833,1.338281631,46.64586258
"Midwest","Decatur","KS",NA,NA,4,4021,-15.89999962,11.39999962,13.10000038,988,13.60000038,26250,20,27.60000038,45,27,99.50260925,0.049738869,51.95225143
"Midwest","Dickinson","KS",NA,NA,23,18958,-4.900000095,9.600000381,10.30000019,1298,11.89999962,28019,8.399999619,27.29999924,41.79999924,30.70000076,98.05358887,0.648802638,48.64437103
"Midwest","Doniphan","KS",NA,NA,20,8134,-13.30000019,9.399999619,8.699999809,1197,9.699999809,26317,13.5,29.60000038,39.70000076,30.20000076,96.37324524,1.905581474,48.88124084
"Midwest","Douglas","KS",4150,NA,185,81798,25,4.400000095,3.700000048,7279,38.40000153,35631,2.099999905,46,30.60000038,22.79999924,89.10364532,4.063669205,51.66996765
"Midwest","Edwards","KS",NA,NA,6,3787,-15.89999962,11.89999962,11.5,1285,13.10000038,25784,8.199999809,29.5,39.90000153,30.29999924,96.2767334,0.105624504,50.83179474
"Midwest","Elk","KS",NA,NA,5,3327,-19.20000076,13.80000019,15.89999962,2896,10.5,25091,16.60000038,27.79999924,42.90000153,28.89999962,97.32492065,0.150285542,52.35948181
"Midwest","Ellis","KS",NA,NA,29,26004,-0.5,7.300000191,6,3502,23.39999962,31144,3.299999952,36.5,32,31.20000076,98.58098602,0.419166297,47.88878632
"Midwest","Ellsworth","KS",NA,NA,9,6586,-2.5,10.19999981,12,1345,12.80000019,26332,11.80000019,31.20000076,37,31.5,96.37109375,2.034618855,49.18008041
"Midwest","Finney","KS",NA,NA,26,33070,43,4.400000095,3.299999952,9720,14.39999962,31383,2.599999905,23.89999962,48.29999924,27.5,80.01209259,1.339582682,33.06017685
"Midwest","Ford","KS",NA,NA,25,27463,14.5,7,5.599999905,6909,18.10000038,30613,3,25.39999962,41.90000153,32.29999924,83.28660583,1.722317338,37.71620178
"Midwest","Franklin","KS",NA,NA,39,21994,1.100000024,7.699999809,7.900000095,1687,12.89999962,30210,9.399999619,30,37.40000153,32.20000076,96.39901733,1.282167912,44.9349823
"Midwest","Geary","KS",NA,NA,86,30453,10.19999981,4.599999905,3,6695,14.60000038,24231,1.799999952,33.90000153,38.79999924,27.20000076,68.75513458,23.63642311,24.812006
"Midwest","Gove","KS",NA,NA,3,3231,-12.39999962,10,10.10000038,3084,13.60000038,28275,16,22.20000076,46.40000153,31.20000076,99.62860107,0.12380068,52.80099106
"Midwest","Graham","KS",NA,NA,4,3543,-14.89999962,9.5,10.89999962,617,14.19999981,27742,11,29,39.29999924,31.5,96.16144562,2.907140732,53.96556473
"Midwest","Grant","KS",NA,NA,13,7159,9.300000191,5,3.700000048,2678,13.60000038,32241,3.799999952,20.5,51.70000076,27.70000076,84.63472748,0.027936863,42.17069244
"Midwest","Gray","KS",NA,NA,6,5396,4.900000095,6.800000191,6.5,167,12.60000038,28878,14.19999981,20.39999962,47.79999924,31.60000038,95.77465057,0.129725724,40.27057266
"Midwest","Greeley","KS",NA,NA,2,1774,-8.300000191,9,6.699999809,928,16.79999924,31989,7.900000095,21.89999962,57.70000076,20,95.0958252,0.620067656,49.21082306
"Midwest","Greenwood","KS",NA,NA,7,7847,-10.69999981,12.60000038,12.69999981,184,10.39999962,24720,14.5,32.79999924,36.59999847,30.29999924,98.36880493,0.114693515,49.10156631
"Midwest","Hamilton","KS",NA,NA,2,2388,-7.699999809,9.199999809,10.60000038,1123,12.89999962,29483,8.800000191,28,52,19.70000076,93.96984863,0.209380239,57.70519257
"Midwest","Harper","KS",NA,NA,8,7124,-12.80000019,11,12.19999981,1450,10.89999962,26358,9.800000191,25,40.59999847,34.09999847,98.76473999,0.182481751,47.41718292
"Midwest","Harvey","KS",9040,NA,58,31028,1.600000024,8,8.399999619,2747,20.29999924,32955,5.599999905,33.59999847,41.70000076,24.29999924,94.43083954,1.775815368,48.38210678
"Midwest","Haskell","KS",NA,NA,7,3886,4,6,4.300000191,1518,13.39999962,30632,4.900000095,18.39999962,56,25.29999924,87.82810211,0.051466804,46.98919296
"Midwest","Hodgeman","KS",NA,NA,3,2177,-5.099999905,9,10,137,17.29999924,26296,15.60000038,21,50.90000153,27.89999962,98.16260529,1.010565042,56.45383453
"Midwest","Jackson","KS",NA,NA,17,11525,-1.799999952,8.100000381,8.100000381,1777,10.39999962,30572,17.10000038,29.5,35.5,34.70000076,92.88503265,0.355748385,48.17353439
"Midwest","Jefferson","KS",NA,NA,30,15905,6.699999809,7.900000095,6.800000191,2931,13.5,33460,12.5,32.59999847,33,34,98.10122681,0.458975166,48.92172241
"Midwest","Jewell","KS",NA,NA,4,4251,-23.20000076,11.80000019,13,374,11.69999981,21875,25.60000038,23.70000076,45.70000076,30.29999924,99.5765686,0,54.10491562
"Midwest","Johnson","KS",3760,NA,787,355054,38.79999924,5.800000191,3.599999905,4262,40.5,50348,0.300000012,30.60000038,43.79999924,25.20000076,95.41365814,1.94815433,54.89981842
"Midwest","Kearny","KS",NA,NA,5,4027,16.39999962,6.300000191,5.099999905,3822,12.5,32077,11.89999962,22.5,55.20000076,22,89.44623566,0.099329524,42.43854141
"Midwest","Kingman","KS",NA,NA,10,8292,-8.300000191,10.39999962,9.5,767,11.89999962,27491,14.30000019,26.39999962,40.40000153,32.90000153,99.04727173,0.108538352,50.20501709
"Midwest","Kiowa","KS",NA,NA,5,3660,-11.5,10.69999981,10.39999962,3853,14.60000038,28099,9.699999809,18.79999924,55.90000153,25.10000038,98.36065674,0.191256836,51.66666794
"Midwest","Labette","KS",NA,NA,36,23693,-9.100000381,9.399999619,9.100000381,3840,12.10000038,27919,7.5,41.20000076,33.09999847,25.29999924,92.66872406,4.347275734,42.95361328
"Midwest","Lane","KS",NA,NA,3,2375,-7.900000095,10.69999981,10,878,17.79999924,30506,10.19999981,20.39999962,51.90000153,27.39999962,99.11579132,0.042105265,54.69473648
"Midwest","Leavenworth","KS",3760,NA,145,64371,22.29999924,5.5,4.099999905,3655,23.89999962,36820,3.400000095,34.79999924,33.40000153,31.5,85.54006958,11.07952309,36.00534439
"Midwest","Lincoln","KS",NA,NA,5,3653,-15.89999962,11.69999981,14.30000019,598,11.60000038,25223,17.20000076,28.20000076,41.09999847,30.20000076,99.50725555,0.027374761,59.45798111
"Midwest","Linn","KS",NA,NA,14,8254,1.899999976,11.69999981,10.19999981,2156,10.39999962,24692,14.80000019,32.70000076,34.20000076,32.79999924,98.75212097,0.448267519,50.08480835
"Midwest","Logan","KS",NA,NA,3,3081,-9.600000381,10.60000038,9.5,3740,15.89999962,26731,11.10000038,20.79999924,53,26.10000038,98.89646149,0.357026935,55.46900177
"Midwest","Lyon","KS",NA,NA,40,34732,-2.299999952,6,6.199999809,6808,21.39999962,30262,5.800000191,32.79999924,34.70000076,32.20000076,91.63883209,2.104687214,42.19739532
"Midwest","McPherson","KS",NA,NA,30,27268,2,8.5,8.899999619,1875,17.39999962,32482,8,28.10000038,44.20000076,27.39999962,97.78128052,0.77380079,47.64192581
"Midwest","Marion","KS",NA,NA,13,12888,-6.300000191,11.19999981,12.19999981,1341,14.89999962,27127,15.69999981,25.60000038,49.5,24.5,98.4404068,0.636250794,49.27839661
"Midwest","Marshall","KS",NA,NA,12,11705,-12.19999981,10.80000019,12.19999981,1264,10.19999981,25249,20.5,34.5,34.70000076,30.5,99.37633514,0.085433573,50.04698944
"Midwest","Meade","KS",NA,NA,4,4247,-11.69999981,9.300000191,9.800000191,0,17.10000038,27857,7.199999809,19.89999962,52.40000153,27.39999962,96.35036469,0,50.95361328
"Midwest","Miami","KS",3760,NA,42,23466,11,7,6.800000191,3062,13.19999981,34424,8.800000191,34.59999847,31.79999924,33.40000153,96.45870972,2.407738924,47.28543472
"Midwest","Mitchell","KS",NA,NA,10,7203,-11.80000019,9.300000191,12.60000038,2387,15.80000019,26502,9,25.70000076,43.90000153,30.10000038,98.88935089,0.610856593,50.67333221
"Midwest","Montgomery","KS",NA,NA,59,38816,-10.5,10,9.399999619,5762,13.60000038,27063,3.599999905,34.29999924,43,22.39999962,90.16899872,6.278338909,40.99340439
"Midwest","Morris","KS",NA,NA,9,6198,-3.200000048,11.10000038,11,2174,12.5,27437,15.60000038,30.79999924,34.40000153,34.40000153,98.4349823,0.322684735,50.19361115
"Midwest","Morton","KS",NA,NA,5,3480,-1.200000048,7.5,6.099999905,1912,16.20000076,30785,4.5,23.79999924,54.79999924,21,94.74137878,0.086206898,47.98850632
"Midwest","Nemaha","KS",NA,NA,14,10446,-7.599999905,9.899999619,10.69999981,1380,12.30000019,26786,26,28.10000038,39.5,32.09999847,99.34902954,0.354202569,53.79092407
"Midwest","Neosho","KS",NA,NA,30,17035,-10.5,9.699999809,9.300000191,2973,11.5,27613,7.599999905,35.5,37.09999847,27.10000038,97.11769867,1.115350723,46.33401871
"Midwest","Ness","KS",NA,NA,4,4033,-14.10000038,10.60000038,11.69999981,0,12.30000019,28229,14.69999981,25.5,43.59999847,30.60000038,99.57847595,0,54.99628067
"Midwest","Norton","KS",NA,NA,7,5947,-14.5,10.30000019,12.10000038,1119,12.80000019,28972,10,25.39999962,47.90000153,26.60000038,96.25021362,2.270052195,51.58903503
"Midwest","Osage","KS",NA,NA,22,15248,1.5,8.800000191,8.800000191,1900,9.300000191,28960,12.60000038,31,34.5,34.09999847,98.60309601,0.222980067,48.66867828
"Midwest","Osborne","KS",NA,NA,5,4867,-20.10000038,12.60000038,14.39999962,204,11,23500,13.60000038,29.89999962,38.5,31.39999962,99.34251404,0.082186155,53.56482315
"Midwest","Ottawa","KS",NA,NA,8,5634,-7.599999905,9.600000381,11.10000038,899,14,26410,10.89999962,27.10000038,45.5,27,99.37876892,0.070997514,50.05324936
"Midwest","Pawnee","KS",NA,NA,10,7555,-5.599999905,10.39999962,8.800000191,2366,16.70000076,28759,8.800000191,31.20000076,37.90000153,30.60000038,93.69953918,3.163467884,47.45201874
"Midwest","Phillips","KS",NA,NA,7,6590,-13.69999981,11.39999962,11.69999981,413,10.89999962,26541,12.89999962,24.89999962,46.59999847,28.20000076,98.99848175,0.242792115,51.41122818
"Midwest","Pottawatomie","KS",NA,NA,20,16128,13.80000019,7.300000191,7.300000191,2203,15.60000038,29932,9.100000381,26.20000076,38.70000076,34.40000153,97.96006775,0.57663691,49.70238113
"Midwest","Pratt","KS",NA,NA,13,9702,-6.599999905,9.699999809,9.5,3726,19.5,30481,5.699999809,30.60000038,37.20000076,31.89999962,96.45433807,1.195629716,49.33003616
"Midwest","Rawlins","KS",NA,NA,3,3404,-19.70000076,10.69999981,10.60000038,1167,14.39999962,25818,27.10000038,20.29999924,52.90000153,26.70000076,99.35369873,0.088131607,56.84488678
"Midwest","Reno","KS",NA,NA,50,62389,-4.400000095,8.600000381,7.699999809,6029,14.89999962,29549,3.599999905,32.59999847,40.09999847,26.89999962,93.94604492,2.744073391,45.48718643
"Midwest","Republic","KS",NA,NA,9,6482,-19,13.10000038,14.69999981,490,10.30000019,25637,23.10000038,24.70000076,46.40000153,28.5,99.53717804,0.046282012,58.71644592
"Midwest","Rice","KS",NA,NA,14,10610,-13.60000038,9.699999809,10.39999962,2223,18.70000076,27406,5.300000191,29.5,40.90000153,29.29999924,96.34307098,1.102733254,49.67954636
"Midwest","Riley","KS",NA,NA,110,67139,5.599999905,3.5,2.799999952,3856,34.29999924,28511,1.5,36.40000153,38.5,24.70000076,83.2094574,10.13866711,32.4654808
"Midwest","Rooks","KS",NA,NA,7,6039,-14.89999962,10.69999981,11,1299,11,24601,10.60000038,25,40.40000153,34.40000153,98.92366028,0.579566181,51.1674118
"Midwest","Rush","KS",NA,NA,5,3842,-16.70000076,12.89999962,12.30000019,569,11.5,25489,12.39999962,32.5,35.70000076,31.39999962,99.27120972,0,55.12753677
"Midwest","Russell","KS",NA,NA,9,7835,-14.39999962,12.10000038,11.60000038,2586,14.10000038,26508,5.5,29.29999924,35.70000076,34.70000076,98.71091461,0.548819423,51.24441528
"Midwest","Saline","KS",NA,NA,70,49301,3.200000048,7.800000191,6.300000191,6992,17.70000076,31030,1.399999976,33.40000153,36.29999924,30.10000038,93.85610962,3.0729599,47.91586304
"Midwest","Scott","KS",NA,NA,7,5289,-9.300000191,8.399999619,7.800000191,3099,13.80000019,29267,4.199999809,18.89999962,56.29999924,24.5,97.258461,0.094535828,47.92966461
"Midwest","Sedgwick","KS",9040,NA,417,403662,13.5,6.800000191,4.599999905,8399,22.20000076,36194,0.699999988,33.59999847,40.5,25.29999924,85.51039886,8.93346405,46.22035217
"Midwest","Seward","KS",NA,NA,29,18743,9.699999809,5.400000095,4,7391,11.60000038,29810,2.200000048,21.89999962,51.09999847,26.70000076,77.33554077,5.911540508,36.31222153
"Midwest","Shawnee","KS",8440,NA,297,160976,5.5,7.199999809,5.900000095,8541,22.29999924,35987,1,38.90000153,35.70000076,25.10000038,87.70810699,8.302479744,51.12190628
"Midwest","Sheridan","KS",NA,NA,3,3043,-16.60000038,9.199999809,8.699999809,1577,13.30000019,25135,16.10000038,21.20000076,45.20000076,33.40000153,99.21130371,0,53.76273346
"Midwest","Sherman","KS",NA,NA,6,6926,-13,9.199999809,7.5,4072,12.5,25770,7.400000095,24.70000076,49.70000076,25.29999924,94.84551239,0.245451927,47.32890701
"Midwest","Smith","KS",NA,NA,5,5078,-22.29999924,12.69999981,15.19999981,215,10,22261,20.39999962,27.70000076,43.29999924,28.60000038,99.7046051,0.078771167,56.16384506
"Midwest","Stafford","KS",NA,NA,6,5365,-11,11.5,11.69999981,2185,16.5,25000,10.30000019,28.20000076,38.59999847,33,98.24790192,0.186393291,51.44454956
"Midwest","Stanton","KS",NA,NA,3,2333,-0.400000006,5.800000191,5.099999905,468,16.89999962,28993,12.80000019,22.39999962,55.70000076,21.39999962,86.36948395,0.085726529,42.7775383
"Midwest","Stevens","KS",NA,NA,7,5048,8.699999809,8.100000381,6.199999809,1810,14.10000038,30462,6.599999905,15.69999981,56.79999924,27.20000076,90.17432404,0.515055478,49.06893921
"Midwest","Sumner","KS",NA,NA,22,25841,4.599999905,8.699999809,8,2778,11.30000019,32772,9.899999619,30.79999924,35.29999924,33.5,96.23853302,0.54177469,44.84733582
"Midwest","Thomas","KS",NA,NA,8,8258,-1.600000024,8,6.599999905,4185,15.69999981,27470,9.600000381,23.79999924,47.09999847,28.79999924,98.19568634,0.351174623,47.50544739
"Midwest","Trego","KS",NA,NA,4,3694,-15.60000038,11.5,12.19999981,1491,12.10000038,25851,16.20000076,31.79999924,38,30,99.29615784,0.054141853,51.75960922
"Midwest","Wabaunsee","KS",NA,NA,8,6603,-6.699999809,9.399999619,8.199999809,1273,12.60000038,31802,18.20000076,25.10000038,37,37.20000076,98.33409119,0.620929897,51.27972031
"Midwest","Wallace","KS",NA,NA,2,1821,-11.19999981,8.600000381,7.800000191,55,12.5,23950,19.39999962,15.39999962,63.70000076,20.5,98.02306366,0.329489291,58.53926468
"Midwest","Washington","KS",NA,NA,7,7073,-21.39999962,12,14.30000019,1291,11.19999981,24134,24,24.10000038,47,28.5,99.67481995,0.056553088,52.33988571
"Midwest","Wichita","KS",NA,NA,4,2758,-9.5,7.400000095,7.699999809,288,12.5,25288,15.19999981,19.60000038,55.40000153,24.60000038,89.01377869,0.036258157,44.59753418
"Midwest","Wilson","KS",NA,NA,17,10289,-17.20000076,11.19999981,10.80000019,1921,11.39999962,23635,12.39999962,28.70000076,41.5,29.39999962,98.64904022,0.194382355,45.04811096
"Midwest","Woodson","KS",NA,NA,8,4116,-12.89999962,13.30000019,13.10000038,1182,8.399999619,24185,17,31.60000038,35.5,32.40000153,98.61515808,0.3644315,45.33527756
"Midwest","Wyandotte","KS",3760,NA,1048,161993,-7.900000095,7.400000095,5.599999905,11587,10.30000019,28672,0.100000001,56.29999924,21.10000038,22.29999924,67.11894989,27.45118523,37.73804855
"South","Adair","KY",NA,NA,38,15360,2.400000095,8.899999619,6.800000191,1551,7.400000095,20163,20.10000038,31.79999924,58.20000076,9.600000381,96.69921875,2.98828125,41.82291794
"South","Allen","KY",NA,NA,43,14628,5.300000191,9.199999809,6.900000095,706,4.599999905,21635,13.39999962,37.70000076,50.70000076,11.19999981,98.66693878,1.127973795,37.01804733
"South","Anderson","KY",NA,NA,77,14571,24.20000076,6.800000191,5.599999905,2875,9.899999619,31054,8.800000191,38.5,42.20000076,18.79999924,96.69206238,2.964792967,44.41699219
"South","Ballard","KY",NA,NA,31,7902,-10.89999962,9.5,8.600000381,1131,8.699999809,24773,10,58.5,28.60000038,12.89999962,96.65907288,3.037205696,49.10149384
"South","Barren","KY",NA,NA,70,34001,1.200000048,8.699999809,7.300000191,1156,8.300000191,23507,14.5,43.79999924,42.09999847,13.69999981,94.72662354,4.941030979,38.15475845
"South","Bath","KY",NA,NA,35,9692,-1.700000048,8,7.199999809,1219,6.199999809,20026,16.10000038,53,29.89999962,16.5,96.91497803,2.85802722,43.37598038
"South","Bell","KY",NA,NA,85,31506,-10.19999981,7.699999809,5.5,3862,9.300000191,15840,0.300000012,49.59999847,38.90000153,10.30000019,97.02913666,2.551894903,36.73903275
"South","Boone","KY",1642,1640,256,57589,37.70000076,5,3.299999952,4345,15.30000019,39000,2.299999952,27.60000038,52.20000076,19.79999924,98.48408508,0.62685585,40.93663788
"South","Bourbon","KY",4280,NA,66,19236,-0.300000012,7.800000191,5.900000095,2952,11.80000019,26898,10.69999981,41.79999924,39.09999847,18.60000038,90.99604797,8.640049934,35.97421646
"South","Boyd","KY",3400,NA,320,51150,-7.699999809,8.699999809,6.099999905,2961,11.89999962,30241,0.400000006,49.59999847,34.90000153,15.10000038,97.46041107,2.03323555,41.34310913
"South","Boyle","KY",NA,NA,143,25641,3.5,8.199999809,6.300000191,3352,14.39999962,28168,6,42,43.29999924,14.39999962,90.02768707,9.531609535,36.18423462
"South","Bracken","KY",NA,NA,40,7766,4.199999809,8.399999619,7,358,6.5,24721,18.39999962,42.90000153,39.59999847,17.10000038,99.27890778,0.605202138,37.75431442
"South","Breathitt","KY",NA,NA,31,15703,-10.89999962,6,4.900000095,1359,8.600000381,14908,3.400000095,65.5,24.39999962,9.699999809,99.57969666,0.210150927,33.9807663
"South","Breckinridge","KY",NA,NA,29,16312,-2.099999905,8.899999619,6.199999809,499,6.300000191,21878,17.79999924,44.40000153,41.90000153,13.5,96.07650757,3.580186367,42.9928894
"South","Bullitt","KY",4520,NA,171,47567,18,4.400000095,2.5,1836,6.300000191,31658,1.100000024,41.29999924,40.79999924,17.60000038,99.12754822,0.433073342,39.87848663
"South","Butler","KY",NA,NA,27,11245,2.700000048,8.199999809,6.599999905,1333,5.099999905,20781,8.5,30.5,56.79999924,12.39999962,99.20853424,0.489106268,42.7389946
"South","Caldwell","KY",NA,NA,37,13232,-3.5,10.10000038,8.800000191,2288,8.199999809,24033,7.199999809,53.09999847,34.79999924,11.89999962,93.83312988,5.826783657,42.70707321
"South","Calloway","KY",NA,NA,81,30735,4.199999809,8.899999619,7.199999809,2603,19.39999962,25012,6.099999905,48.5,36.5,14.5,96.17048645,3.126728535,41.45111465
"South","Campbell","KY",1642,1640,561,83866,2.099999905,7.599999905,5.300000191,3443,14.89999962,34973,1.200000048,32.5,49.90000153,17.20000076,98.46898651,1.014714003,39.1577034
"South","Carlisle","KY",NA,NA,27,5238,-4.400000095,9.899999619,8.800000191,474,6.599999905,24039,12.89999962,54.29999924,33.20000076,12.10000038,98.58724976,1.050019145,48.58724594
"South","Carroll","KY",NA,NA,73,9292,2.799999952,8.199999809,5.699999809,3248,10.69999981,24164,9.5,56.59999847,27.89999962,15.10000038,97.47093964,2.141627312,40.31424713
"South","Carter","KY",NA,NA,61,24340,-0.300000012,7.199999809,5.5,1199,7.599999905,20826,7.400000095,49.29999924,38.59999847,11.60000038,99.71240997,0.082169272,35.16844559
"South","Casey","KY",NA,NA,32,14211,-2.5,8.399999619,6.699999809,964,6.5,18176,18.89999962,26.60000038,62.59999847,10.19999981,99.25409698,0.260361701,37.30912781
"South","Christian","KY",1660,NA,94,68941,1.899999976,5.400000095,4.5,3761,10.39999962,23838,3.299999952,41.20000076,47.5,11,71.74975586,24.55578041,23.62599945
"South","Clark","KY",4280,NA,118,29496,6.300000191,7.199999809,5.300000191,3005,13,29089,5.5,42.5,40.20000076,17,94.04665375,5.475318909,39.04597092
"South","Clay","KY",NA,NA,47,21746,-2.200000048,6,4.599999905,1744,7.400000095,14721,5.5,27.10000038,63.90000153,8.699999809,98.08240509,1.540513158,34.15340805
"South","Clinton","KY",NA,NA,47,9135,-1.299999952,8.600000381,6.699999809,837,6.599999905,14627,13.30000019,28,63.79999924,7.800000191,99.81390381,0.065681443,48.56048203
"South","Crittenden","KY",NA,NA,26,9196,0.300000012,9.399999619,8.199999809,1220,5.099999905,23570,9.600000381,45.5,41.29999924,13,98.92344666,0.848194838,41.53979874
"South","Cumberland","KY",NA,NA,22,6784,-7.900000095,9.699999809,8.399999619,761,6.099999905,16084,13.30000019,30,61,8.800000191,95.22406006,4.525353909,45.1208725
"South","Daviess","KY",5990,NA,192,87189,3.299999952,7.5,5.400000095,3728,14.10000038,29696,3.700000048,44.90000153,40.40000153,13.80000019,95.38817596,4.150753021,42.35511398
"South","Edmonson","KY",NA,NA,34,10357,3,8.199999809,5.5,1802,5.400000095,17295,12,36.09999847,54.20000076,9.600000381,98.1461792,1.63174665,44.26957703
"South","Elliott","KY",NA,NA,28,6455,-5.199999809,6.800000191,5.699999809,1230,5.599999905,17134,13.89999962,71.09999847,17.60000038,10.80000019,99.93803406,0.015491867,39.11696243
"South","Estill","KY",NA,NA,60,14614,4.900000095,7.400000095,6.400000095,1094,5.400000095,19223,5.5,36.5,48.70000076,14.60000038,99.85630035,0.054742027,34.4806366
"South","Fayette","KY",4280,NA,817,225366,13.89999962,5.800000191,4.099999905,7653,30.60000038,35936,0.5,40.09999847,43.90000153,14.89999962,84.50609589,13.37513161,42.3905983
"South","Fleming","KY",NA,NA,36,12292,1.899999976,8.5,7,848,8.699999809,22564,19.5,44,39.79999924,15.89999962,98.1125946,1.757240534,41.77513885
"South","Floyd","KY",NA,NA,112,43586,-9.699999809,6.800000191,4.699999809,1610,7.400000095,18270,0.200000003,71.5,19,9.199999809,99.01115417,0.702060282,42.84403229
"South","Franklin","KY",NA,NA,212,43781,6.699999809,7.199999809,5,4337,21.29999924,32953,3.700000048,47.09999847,36.09999847,15.89999962,91.6607666,7.546652794,48.03681946
"South","Fulton","KY",NA,NA,38,8271,-10.39999962,10.60000038,9.800000191,3349,10.30000019,22592,4.699999809,56.59999847,33.5,9.600000381,81.00592804,18.58300018,38.73775864
"South","Gallatin","KY",1642,1640,57,5393,17.29999924,7,5.5,2632,5,25959,7.400000095,50.29999924,30,19.10000038,97.92323303,1.724457622,43.18561172
"South","Garrard","KY",NA,NA,53,11579,11.89999962,8.399999619,7.099999905,1792,6.300000191,26250,15.60000038,36.09999847,49.20000076,14.5,95.85456085,3.912255049,41.42844772
"South","Grant","KY",1642,1640,65,15737,27,6.800000191,4.800000191,2296,7.199999809,28490,14.5,38.90000153,39.40000153,21.29999924,99.57424927,0.171570182,34.28226471
"South","Graves","KY",NA,NA,61,33550,-0.5,9.899999619,8.399999619,2358,8.800000191,26198,7.800000191,52.20000076,34.59999847,12.69999981,95.19225311,4.527570724,45.7257843
"South","Grayson","KY",NA,NA,43,21050,4.199999809,8.5,6,1735,6.099999905,20716,14.80000019,34.20000076,53.29999924,11.69999981,99.28741455,0.337292165,40.41330338
"South","Green","KY",NA,NA,36,10371,-6.300000191,9.899999619,8,890,6.800000191,23079,24.10000038,35.29999924,54.29999924,10,96.30700684,3.365152836,48.07636642
"South","Greenup","KY",3400,NA,107,36742,-5.099999905,7.599999905,4.599999905,2045,11.10000038,29054,3.700000048,50,34.5,15.19999981,99.11273193,0.400087088,39.23030853
"South","Hancock","KY",NA,NA,42,7864,1.899999976,6.199999809,4.199999809,682,6.900000095,30031,10,47.5,35,15.30000019,98.32146454,1.195320487,45.84181213
"South","Hardin","KY",NA,NA,134,89240,-5,4.599999905,3.099999905,2410,12.89999962,27220,4,36.29999924,47.40000153,15.5,85.07171631,11.10936832,29.08785248
"South","Harlan","KY",NA,NA,78,36574,-13.19999981,7.599999905,5.300000191,1588,6.400000095,18158,0.400000006,55.70000076,32.5,11.39999962,96.40454865,3.313829422,33.36523056
"South","Harrison","KY",NA,NA,53,16248,9.100000381,8.199999809,7.400000095,1332,8.600000381,26503,14,45.20000076,34.70000076,19.79999924,96.68267059,2.948055029,38.0908432
"South","Hart","KY",NA,NA,37,14890,0.5,9.199999809,6.099999905,1480,5.199999809,19587,20,48.70000076,41,9.899999619,92.55204773,7.165883064,39.34183884
"South","Henderson","KY",2440,NA,100,43044,7.199999809,7.300000191,5.5,6885,11.10000038,30231,2.900000095,51.29999924,31.79999924,16.60000038,92.35665894,7.088095665,37.46398926
"South","Henry","KY",NA,NA,47,12823,5.900000095,8.199999809,6,774,8.199999809,26590,15.89999962,54.40000153,31.39999962,13.80000019,95.57045746,4.195586205,40.70030594
"South","Hickman","KY",NA,NA,23,5566,-9.300000191,10.39999962,10.5,838,7.599999905,24647,14.80000019,52.70000076,35,12,90.74739838,9.037010193,44.143013
"South","Hopkins","KY",NA,NA,84,46126,0.200000003,8.100000381,6.599999905,4022,9.600000381,27089,2.200000048,50.70000076,34.40000153,14.60000038,92.89121246,6.627498627,38.00676346
"South","Jackson","KY",NA,NA,36,11955,2.700000048,7.5,5.699999809,780,4.900000095,14767,11.39999962,17.10000038,75,7.5,99.83270264,0.016729401,37.91719055
"South","Jefferson","KY",4520,NA,1742,664937,-2,7.800000191,5.599999905,4844,19.29999924,33226,0.100000001,49.29999924,37.59999847,12.89999962,81.86715698,17.05951118,46.58982849
"South","Jessamine","KY",4280,NA,187,30508,24.10000038,5.199999809,3.5,3384,19.10000038,30488,4.900000095,30.5,52.5,16.70000076,95.95516205,3.238494873,40.44512939
"South","Johnson","KY",NA,NA,90,23248,-3.299999952,6.900000095,4.900000095,1234,9.300000191,19114,1.5,43.5,42.79999924,13.30000019,99.41930389,0.141947702,36.28699112
"South","Kenton","KY",1642,1640,883,142031,4.699999809,6.699999809,4.800000191,4840,17,36148,0.5,30.79999924,51.29999924,17.60000038,96.35150146,2.927529812,37.41084671
"South","Knott","KY",NA,NA,52,17906,1.600000024,6.099999905,4.400000095,926,8.199999809,15998,1,75.09999847,17,7.599999905,99.17904663,0.631073356,40.92483139
"South","Knox","KY",NA,NA,78,29676,0.400000006,7.300000191,5.699999809,1529,8,15412,1.899999976,38.5,51,9.899999619,98.6217804,0.980590403,33.10756302
"South","Larue","KY",NA,NA,45,11679,0,9,7.099999905,1190,8.100000381,26064,17.10000038,44.40000153,43.70000076,11.80000019,95.47050476,4.187002182,42.21251678
"South","Laurel","KY",NA,NA,104,43438,16.10000038,6.599999905,4.800000191,2146,8.199999809,20977,4.900000095,30.29999924,57,12.39999962,98.92030334,0.564022303,34.64708328
"South","Lawrence","KY",NA,NA,35,13998,4.199999809,7.400000095,5.599999905,837,6.199999809,18123,2.900000095,47.5,41.20000076,11,99.48564148,0.157165304,36.12659073
"South","Lee","KY",NA,NA,38,7422,1.700000048,7.699999809,6.699999809,762,5.800000191,14618,5,37,51.20000076,11.30000019,99.55537415,0.350309879,42.54917908
